project_id,name,url,developer_name,main_office,construction_start_date,construction_end_date,price_from,district,floors,amenities,description,furnishing,service_charge,resale_conditions,unit_types,cover_image_url
2302,Marriott Residences Sheikh Zayed Road,https://find.reelly.io/projects/2302,API,"API Head Office, API Trio Tower, Al Barsha, Dubai",2025-05-05,2025-12-31,2927000,Al Barsha,G + 3P + 16floors + R,"Swimming Pool, Relaxing Lounge Area, Coffee Shop, Meeting Room, Gym","Project general facts A home to behold, Marriott Residences Sheikh Zayed Road, Dubai, is ideally located in Al Barsha First, offering numerous amenities in a comfortable and high-end space. Retreat from the world to a restful space made entirely for you, a sanctuary where elegance meets comfort, where inviting and thoughtfully designed amenities, along with Marriott Hotels wonderful hospitality, blend to create a vibrant community. An ingenious blend of natural and orderly design elements help create surprising effects. The space is governed by strong, clean lines, but upon closer examination, texture and structure reveal a harmonious balance that is thoughtfully dynamic. Experience the epitome of refined living at Marriott Residences, where elegance meets unparalleled style. Choose from Two, Three-Bedroom, and Duplex Apartments, each crafted for modern sophistication with innovative appliances and contemporary design. Each apartment boasts a modern, open-concept kitchen and living space, a spacious balcony that offers breathtaking views of Dubai, and large windows throughout, allowing ample natural light. Finishing and materials The interiors are decorated with calming earth tones, including parquet wooden floors & stone kitchen accents. Kitchen and appliances Equipped kitchens Furnishing No Location description and benefits Al Barsha is a vibrant and well-connected neighborhood in Dubai, known for its diverse community and modern amenities. The area features a mix of residential and commercial spaces, making it a popular choice for families and professionals alike. With its wide array of shops, restaurants, and entertainment options, Al Barsha offers a dynamic urban lifestyle that caters to various tastes and preferences. One of the key highlights of Al Barsha is the iconic Mall of the Emirates, which serves as a major shopping and leisure destination, featuring high-end retail outlets, dining options, and the famous indoor ski slope. The neighborhood is also conveniently located near major highways, ensuring easy access to other parts of Dubai. Additionally, Al Barsha is home to several parks and recreational facilities, providing residents with ample opportunities for outdoor activities and relaxation. Overall, Al Barsha combines modern living with a rich community atmosphere, making it an attractive place to live and work.",no,22 AED/sqft,30,Apartments,https://api.reelly.io/vault/ZZLvFZFt/NAqeRulUpzMWHh8e7N3N_u8aXTs/mDSdhQ../0.jpg
3199,Azra Residence,https://find.reelly.io/projects/3199,Enaam Properties Development,"Villa 6 33rd St, Al Mankhool, Dubai, UAE",,2027-06-30,970000,Dubai Land Residence Complex,B + G + 13floors + R,"Kids Play Area, Podcast Room, The Cabana Lounge, Club Room, BBQ Area, Yoga Studio, Open-Air Cinema, Prayer Room, Infinity Swimming Pool, Kids Swimming Pool, Gymnasium","Project general facts Azra Residence is a contemporary residential development designed to offer a refined and comfortable urban lifestyle. The project features clean architectural lines and a modern façade that blends harmoniously with its surroundings, creating a calm and elegant presence. Thoughtfully planned to balance privacy and connectivity, Azra Residence is positioned to provide residents with convenient access to everyday destinations while maintaining a peaceful residential atmosphere. The lifestyle offering at Azra Residence is supported by a selection of amenities aimed at relaxation, wellbeing, and everyday convenience. Residents can enjoy leisure and fitness facilities, landscaped areas for outdoor enjoyment, and dedicated spaces that encourage an active yet balanced way of life. These shared amenities are designed to enhance daily living and foster a sense of community within the development. The residences at Azra Residence include a curated range of well-proportioned apartments designed with functionality and modern aesthetics in mind. Interiors feature contemporary finishes, practical layouts, and an abundance of natural light, creating welcoming living spaces suited for both end users and investors. High-quality materials and carefully selected design elements ensure a comfortable, stylish, and durable living environment. Location description and benefits Dubai Land Residence Complex (DLRC) is a sprawling and diverse community located in Dubai, offering a multitude of entertainment, leisure, and residential opportunities. This vibrant community is renowned for its wide range of attractions and experiences, making it a unique destination that caters to residents and visitors of all ages. At the heart of Dubai Land Residence Complex (DLRC) is its extensive array of world-class entertainment and leisure destinations. The community is home to numerous theme parks, including Dubai Parks and Resorts, which features Legoland, Motiongate, Bollywood Parks, and the immersive waterpark experience of Legoland Water Park. These attractions provide endless fun and entertainment for families, creating memorable experiences for both children and adults alike. Dubai Land Residence Complex (DLRC) also boasts a variety of sporting facilities and outdoor spaces, catering to the needs of sports enthusiasts and those seeking an active lifestyle. The community is home to renowned golf courses, tennis courts, cycling tracks, and expansive parks, providing opportunities for outdoor activities and leisurely pursuits.",no,12-14 AED/sqft,40,Apartments,https://reelly-backend.s3.amazonaws.com/projects/3199/images/47a7c98dadc04a99a0ffab88b550f07e.webp
2878,Coventry Curve,https://find.reelly.io/projects/2878,GFS Developments,"Office 503-504, 5th Floor, Pinnacle Building, Al Barsha 1, Sheikh Zayed Road, Dubai, UAE",,2027-12-31,929621,Dubai Industrial City,B + G + 6floors + R,"Outdoor Cinema, Sitting Areas, Bbq Area, Badminton Court, Jogging Track, Swimming Pool, Gaming Room, Meditation Area, Kids Play Area  , Gym","Project general facts Coventry Curve is a modern residential development that blends striking architectural design with carefully planned living spaces. The project emphasizes both elegance and practicality, offering apartments that maximize natural light, comfort, and efficiency. High-quality materials and refined details ensure that every home reflects a standard of sophistication. Residents benefit from a wide selection of amenities designed to enhance everyday living. From leisure and wellness facilities to recreational and social spaces, the development provides opportunities for relaxation, activity, and community. Each feature has been thoughtfully integrated to create a well-rounded residential experience. With its focus on contemporary design, superior finishing, and sustainable construction practices, Coventry Curve delivers long-term value to its residents. The project stands out as a benchmark for modern residential living, combining style, durability, and functionality in one cohesive offering. Finishing and materials Modern finishing with high-quality materials. Kitchen and appliances Equipped kitchen. Furnishing No. Location description and benefits Dubai Industrial City is one of the largest industrial hubs in the UAE, strategically located close to Al Maktoum International Airport and the Jebel Ali Port, making it a vital part of Dubai's industrial and logistics infrastructure. Despite being primarily focused on industry, the district offers modern residential options and essential amenities for its workforce and families. Living in Dubai Industrial City provides access to a variety of services and conveniences. The area is home to commercial centers, retail outlets, restaurants, and healthcare facilities, ensuring that residents have all they need close to home. Its strategic location also allows for quick access to major highways like Sheikh Mohammed Bin Zayed Road, connecting residents to other key parts of Dubai, such as Downtown Dubai and Dubai Marina. Dubai Industrial City is an ideal place for professionals working in industrial sectors who prefer to live close to their workplace while enjoying a balanced lifestyle. Its affordable housing options, peaceful environment, and proximity to major transportation networks make it a practical and appealing residential choice for families and individuals alike. The district’s emphasis on sustainability and green practices adds to its appeal as a forward-thinking community in Dubai.",no,12-14 AED/sqft,30,Apartments,https://api.reelly.io/vault/ZZLvFZFt/ybzhN5tszP9k00pj59X6DHnxYCM/3V_eTQ../1.jpg
2138,Weybridge Gardens 4,https://find.reelly.io/projects/2138,Leos,"Podium Level, Building 11, Business Bay, Dubai, UAE",2024-12-25,2027-03-31,805264,Dubailand Residence Complex,G + 3P + 17floors + R,"Private Pools, Sky Beach With Panoramic Vistas, Zen Yoga Deck, Fitness Studio, Spacious Gym, Poolside Shower, Bar Lounge & Outdoor Cinema","Project general facts Weybridge Gardens 4 project by Leos is a stunning residential development in Dubailand, offering a variety of apartments to suit every need, including studio, 1-bedroom, 2-bedroom, 3-bedroom, and 4-bedroom units. Each home is designed with a perfect balance of modern aesthetics and functional layouts, providing a welcoming space for residents. The variety of apartment types ensures that this project appeals to individuals, couples, and families alike. One of the standout features of Weybridge Gardens 4 is its rooftop amenities, which add a unique and elevated touch to the living experience. These spaces are thoughtfully designed to promote a sense of community and relaxation, making them an ideal retreat from the bustling city below. The rooftop amenities adds an exclusive layer of luxury, enhancing the appeal of this already impressive development. Developed by the esteemed Leos, Weybridge Gardens 4 embodies excellence in design and construction. The project reflects the developer’s commitment to delivering quality and innovation, offering a lifestyle that combines comfort, sophistication, and convenience. It’s a remarkable addition to Dubailand’s vibrant real estate landscape, promising residents a home where they can truly thrive. Finishing and materials Modern finishing with high-quality materials. Kitchen and appliances Equipped kitchens. Furnishing No. Location description and benefits Dubailand is a vast and dynamic community in Dubai, offering a blend of entertainment, leisure, and residential options. Renowned for its wide range of attractions, it caters to residents and visitors of all ages with numerous world-class destinations. These include theme parks like Dubai Parks and Resorts, featuring Legoland, Motiongate, and Bollywood Parks, ensuring endless family fun. Dubailand’s diverse experiences make it a unique destination that brings excitement and joy to every corner of the community. The community also provides ample opportunities for an active lifestyle, with top-notch facilities such as golf courses, tennis courts, cycling tracks, and expansive parks. These amenities cater to sports enthusiasts and those who enjoy outdoor activities, creating a vibrant and healthy environment. Additionally, Dubailand offers diverse retail and dining experiences, from vibrant shopping malls to gourmet restaurants, ensuring a rich variety of choices. Whether shopping for international brands or dining at exquisite eateries, residents have everything they need within close reach. Education and cultural enrichment are key aspects of Dubailand, with numerous educational institutions that offer a comprehensive range of curricula for students of all ages. The community also hosts cultural events, exhibitions, and art festivals that celebrate the region's rich heritage, fostering a sense of cultural exchange and community pride. Its strategic location offers easy access to Dubai's iconic landmarks and business districts through a well-connected network of highways and public transportation. This accessibility makes Dubailand not only a lively and diverse place to live but also a convenient and well-connected hub within the city.",no,10-14 AED/sqft,40,Apartments,https://api.reelly.io/vault/ZZLvFZFt/aw4hvtMZS-jFENQNIT44LmdOSeo/CNXrAA../square.jpeg
2215,Villa Del Divos,https://find.reelly.io/projects/2215,Mr. Eight Development,"EMAAR Business Park, Building 4 Office 612, Dubai, UAE",2025-12-07,2027-03-31,7300000,Dubai Islands,G + 2P + 12floors,"Spa & Massage Room, Yoga Terrace, Sun Cabanas, Sauna & Steam Room, Children Play Zone, Gym, Infinity Pool, Cryotherapy Studio","Project general facts Villa Del Divos by Mr. Eight Development is a spectacular residential project located on Dubai Islands, offering a refined lifestyle with unparalleled elegance. This boutique collection includes a range of residences: 1, 2, 3-bedroom apartments, 4-bedroom duplexes, and 5-bedroom penthouses, each designed with meticulous attention to detail. Every unit features a private pool and expansive living spaces with ceiling heights up to 3.2 meters, creating an ambiance of luxury and openness. The amenities at Villa Del Divos project redefine luxury living, providing residents with exclusive access to a private beach club, an infinity pool with private sun cabanas, and wellness-focused features like a cryotherapy studio, a steam sauna, and a yoga terrace. For recreation, there’s a state-of-the-art gym designed by Antonio Citterio and a children’s play zone with a serene lagoon. Residents can also indulge in signature services such as in-house massages, pre-bookable chauffeur-driven Rolls-Royces, and a luxury motorboat experience complete with a professional captain. These features are seamlessly managed by a dedicated concierge team, ensuring a world-class living experience. Villa Del Divos is not just a residence; it is an exquisite lifestyle statement, setting a new benchmark for modern, opulent living on Dubai Islands. Finishing and materials Modern finishing with high-quality materials, including italian silver travertine stone Romano and Calacatta Viola marble. Kitchen and appliances ⁠Kitchen appliances Siemens with stone Counter Top. Sanitary Ware by Tom Dixon London. Luxury Bathtubs Design by Antonio Lupi. Furnishing ⁠Built in wardrobes with glass door and lightning inside. Location description and benefits Dubai Islands is a visionary development that epitomizes the luxurious and innovative spirit of Dubai. Strategically located along the coast, this ambitious project features a collection of five man-made islands designed to offer a blend of residential, commercial, and leisure spaces. Each island is meticulously planned to provide a unique living experience, surrounded by pristine beaches, lush landscapes, and crystal-clear waters. The islands are connected to the mainland via well-developed infrastructure, ensuring seamless access to the rest of the city. This prime location allows residents and visitors to enjoy the tranquility of island life while being just a short drive away from Dubai's bustling urban centers, including the iconic landmarks and vibrant districts such as Downtown Dubai, Dubai Marina, and Palm Jumeirah. The development includes a range of upscale amenities, including luxury hotels, gourmet dining options, high-end retail outlets, and world-class recreational facilities. Dubai Islands is designed to cater to a diverse array of lifestyles, offering everything from serene residential communities to dynamic entertainment hubs. The project emphasizes sustainability and innovation, incorporating green building practices and advanced technologies to create a harmonious and eco-friendly environment. With its stunning natural beauty, exceptional amenities, and strategic location, Dubai Islands stands as a premier destination for those seeking an unparalleled lifestyle in one of the world's most dynamic cities.",semi_furnished,25 AED/sqft,30,"Apartments, Duplex",https://api.reelly.io/vault/ZZLvFZFt/v99CQpq8g8ubR5EFgfSUDI0OGq4/nyRrxw../7.png
3003,Sunset Bay Grand,https://find.reelly.io/projects/3003,Imtiaz Development,"Suite 303, Park Heights Square 1, Dubai Hills, Dubai, UAE",2025-10-15,2027-12-30,2290000,Dubai Islands,G + 2P + 10floors + R,"Indoor & Outdoor Dining Areas, Meeting Rooms, Landscaped Seating Areas & BBQ Lounge, Sauna & Steam Rooms, Gym, Infinity Pool, Outdoor Cinema, Indoor Gym","Project general facts Sunset Bay Grand by Imtiaz stands as a striking architectural landmark nestled on the pristine Dubai Islands. This coastal haven blends island serenity with contemporary elegance, offering residents a sense of calm sophistication by the sea. The building’s refined design embraces light and space, creating a natural flow that mirrors the tranquil rhythm of its surroundings. Every detail — from its graceful lines to its open, airy layouts — reflects a commitment to beauty, comfort, and effortless living. Inside, each residence embodies coastal refinement and modern functionality. With lofty ceilings, smart home technology, and fully furnished interiors, the homes are crafted for clarity and comfort. Sunlit rooms, elegant finishes, and fluid transitions between indoor and outdoor spaces create a harmonious balance of form and function, turning every apartment into a personal sanctuary inspired by the sea. Residents of Sunset Bay Grand enjoy a wealth of world-class amenities that elevate daily living into an experience of leisure and connection. From the rooftop sky pool and family cabanas to the open-air cinema, clubhouse, and children’s play zones, every space has been thoughtfully designed for relaxation and enjoyment. Whether it’s a quiet evening under the stars or a refreshing swim with panoramic views, Sunset Bay Grand redefines what it means to live gracefully by the water. Finishing and materials Modern finishing using high quality materials. Kitchen and appliances Equipped kitchens. Furnishing Yes. Location description and benefits Dubai Islands is a visionary development that epitomizes the luxurious and innovative spirit of Dubai. Strategically located along the coast, this ambitious project features a collection of five man-made islands designed to offer a blend of residential, commercial, and leisure spaces. Each island is meticulously planned to provide a unique living experience, surrounded by pristine beaches, lush landscapes, and crystal-clear waters. The islands are connected to the mainland via well-developed infrastructure, ensuring seamless access to the rest of the city. This prime location allows residents and visitors to enjoy the tranquility of island life while being just a short drive away from Dubai's bustling urban centers, including the iconic landmarks and vibrant districts such as Downtown Dubai, Dubai Marina, and Palm Jumeirah. The development includes a range of upscale amenities, including luxury hotels, gourmet dining options, high-end retail outlets, and world-class recreational facilities. Dubai Islands is designed to cater to a diverse array of lifestyles, offering everything from serene residential communities to dynamic entertainment hubs. The project emphasizes sustainability and innovation, incorporating green building practices and advanced technologies to create a harmonious and eco-friendly environment. With its stunning natural beauty, exceptional amenities, and strategic location, Dubai Islands stands as a premier destination for those seeking an unparalleled lifestyle in one of the world's most dynamic cities.",yes,18-20 AED/sqft,30,Apartments,https://reelly-backend.s3.amazonaws.com/projects/3003/images/f339a09c345c47ada758ccb8f6c00944.webp
1374,Hatimi Residences,https://find.reelly.io/projects/1374,Fakhruddin Properties Development,"Fakhruddin Properties, Lake Central Tower, Business Bay, Dubai, UAE",2024-10-02,2026-09-30,8900000,Dubai Islands,G + 2P + 8floors,"Yoga And Aerobics Deck, Green House Café Lounge And Coffee Shop, Floatation Spa, Infinity Swimming Pool , Sunken Cabanas, Kids Pool & Play Area , Health Club , Bbq Deck, Aqua Gym, Koi Pond ","Project general facts Hatimi is a world class expression of a vibrant lifestyle within a thriving community of stylish, extraordinary living experiences. A beautiful part of the island comprising of luxury residences, international and homegrown retail spaces, curated dining options, chic clubhouses, lush green open spaces, along with an upcoming art and cultural district that make living here an everyday spectacle. All parts of the larger community that is Dubai Islands, a masterpiece of breath-taking landscapes, stunning architecture and holistic lifestyle, leisure and wellness. An iconic symbol of future-living that brings together the best the world has to offer. With 5 islands, an array of exclusive amentities ranging from Sports Country Clubs to Marinas to beaches and the much desired water lifestyle, Dubai Islands truly ecompasses everything that you would expect from life. At Hatimi well-being is not just a concept; it's a way of life. Сommitment to fostering a holistic living experience is reflected in a collection of thoughtfully curated amenities designed to nurture your physical, mental, and emotional well-being. Experience life like never before with world-class amenities that will make every moment of living at Hatimi truly enriching. Hamiti invites you to immerse yourself in a world of unparalleled comfort and luxury. State-of-the-art facilities are crafted with precision, ensuring that every aspect of your life is enhanced. From fully-equipped health clubs to serene meditation spaces, our amenities are designed to harmonize with your unique lifestyle, creating an environment where well-being isn't just a buzzword but an intrinsic part of your everyday reality. Finishing and materials The apartments are fully finished, with modern materials. Unlock the power of convenience with Al-powered mobile app, providing access to your home and life from anywhere in the world. It offers real-time notifications and seamless control over your home's climate, lighting, security, and more. Embrace the future of energy-efficient living with smart temperature control systems that not only provide comfort but also reduce energy consumption, offering savings of up to 30%. Kitchen and appliances Fully equipped kitchen Furnishing Fully furnished Location description and benefits Dubai Islands is a unique complex of five islands located north of Dubai city, offering a diverse island life and vacation-inspired lifestyle. Here you will find luxury resort offerings, village centers with a variety of services and activities, luxury health and sports complexes, as well as beautiful beaches for water sports and green areas for outdoor recreation. This modern residential development offers over 50 kilometers of stunning waterfront homes and hotels that create an idyllic setting, combining sandy shores, world-class amenities and water edges with the mainland via the spectacular Infinity Bridge. Residents can enjoy beautiful residences that include apartments and villas. Extensive amenities include stunning swimming pools, green garden terraces and pristine beaches.",yes,18-20 AED/sqft per year,30,"Apartments, Duplex, Penthouse",https://api.reelly.io/vault/ZZLvFZFt/KRChWg1p4WPDMUydsxeojJdNMMk/d_XPgw../44.png
2061,Azizi Raffi,https://find.reelly.io/projects/2061,Azizi,"Office 1302, 13th Floor Conrad Sales Office Tower, Sheikh Zayed Road, Dubai, UAE",2025-01-16,2026-09-30,773000,Jebel Ali Village,G + P + 8floors,"Retails And Café,  Swimming Pool, Gym","Project general facts Azizi Raffi in Al Furjan is a residential development that embodies the perfect blend of modern design and everyday convenience. Offering a selection of studio, 1, 2, and 3-bedroom apartments, this project is thoughtfully designed to meet the needs. With ultra-modern exteriors and interiors, Azizi Raffi stands out as a stylish addition to the fast-growing Al Furjan community. The building also features three retail units and a café, enhancing the lifestyle experience for its residents. Located in an area with good transport infrastructure, Azizi Raffi provides excellent access to Dubai's major highways, making commuting to key destinations of the city. Additionally, residents enjoy proximity to popular shopping attractions such as Ibn Battuta Mall, ensuring that all retail and leisure needs are within easy reach. Despite its urban appeal, the project offers a serene and family-friendly atmosphere, making it an ideal home for those seeking a balanced lifestyle. Azizi Raffi’s focus on art and architecture creates a harmonious living environment, combining cultural vibrancy with contemporary comforts. Designed to foster community living, it offers the best of both worlds—a lively urban setting and the tranquility of Al Furjan. With its high-quality design and strategic location, Azizi Raffi promises a lifestyle where residents can thrive and experience the best of Dubai. Finishing and materials Modern finishing using high-quality materials. Kitchen and appliances Equipped kitchen. Furnishing No. Location description and benefits Al Furjan is a vibrant residential community in Dubai, known for its well-planned layout and family-friendly environment. Surrounded by lush greenery and quiet pathways, the neighborhood provides a tranquil escape from the city's hustle while offering a wide range of amenities. Its focus on fostering a sense of community is evident in the thoughtfully designed parks, playgrounds, and shared spaces that encourage social interactions and outdoor activities, making it a popular choice for families and professionals alike. Strategically located near major highways such as Sheikh Zayed Road and Sheikh Mohammed Bin Zayed Road, Al Furjan offers excellent connectivity to key areas in Dubai, including Dubai Marina, Downtown Dubai, and Expo City. The neighborhood is also conveniently close to key transportation hubs like the Al Furjan Metro Station, providing seamless access across the city. Shopping and dining options abound, with attractions like Ibn Battuta Mall and the Pavilion Al Furjan offering retail, entertainment, and dining experiences right at residents' doorsteps. Al Furjan offers a mix of modern villas, townhouses, and apartments, catering to diverse preferences and lifestyles. Many of the properties feature contemporary designs and spacious layouts, ensuring comfort and convenience for residents. With its well-established infrastructure, schools, healthcare facilities, and recreational options, Al Furjan continues to grow as a sought-after destination for those seeking a harmonious blend of urban connectivity and peaceful community living.",no,14 AED/sqft,30,Apartments,https://api.reelly.io/vault/ZZLvFZFt/yc7Bq8x-kTMB-d1F5BkzTZgThxI/ducLCg../cover.jpg
3168,Miorah by Zoya,https://find.reelly.io/projects/3168,Zoya Developments,"P02, P03, Building 3, Bay Square, Business Bay, Dubai, UAE",2025-01-15,2027-06-30,1343398,Madinat Al Mataar,G + 4 floors,"Swimming Pool, Yoga Space, Cigar Lounge, Cabanas, Gym & Private Training Studio, Outdoor Gym, Green Community","Project general facts Miorah by Zoya is a boutique residential development located in Dubai South, a district positioned at the heart of the city’s growth. Surrounded by emerging infrastructure, transport links, and community amenities, the project offers a balanced urban lifestyle within a fast-evolving neighborhood. Its proximity to retail, daily services, and major mobility corridors places residents in a well-connected environment designed for long-term living rather than short-term density. The building is conceived as a low-rise, community-oriented residence with a modern architectural identity. Designed to appeal to young professionals and families alike, Miorah by Zoya combines private living with social interaction through thoughtfully planned shared spaces. Rooftop lifestyle zones, fitness areas, and communal facilities contribute to an atmosphere that feels contemporary, social, and relaxed, while maintaining a sense of privacy and comfort within a compact residential setting. Interiors at Miorah by Zoya reflect a refined, contemporary style expressed through warm neutral tones, textured wall finishes, and elegant lighting accents visible throughout the residences and common areas. Living spaces feature clean lines, soft fabrics, and carefully layered materials that create a calm, upscale ambiance. Kitchens are fully integrated into the design with modern cabinetry, stone-look countertops, and built-in appliances, while bedrooms and living areas are delivered fully furnished, with coordinated furniture, lighting, and décor curated to complement the overall architectural vision. Location description and benefits Dubai South - is a dynamic and strategically planned district located in the southern part of Dubai. It serves as a major hub for economic, commercial, and logistical activities, designed with a vision to support the growth of various industries. One of its standout features is its proximity to the Al Maktoum International Airport, the world's largest airport in terms of cargo volume, making it a key player in the global logistics and aviation sectors. In addition to its logistical prowess, Dubai South is home to the Dubai Expo 2020 site, which served as a testament to the district's capacity to host large-scale global events. The Expo site has now transitioned into a legacy district, offering a wide range of amenities and infrastructure, including residential communities, educational institutions, and recreational facilities. Dubai South's commitment to sustainability is evident in its green initiatives, with a focus on eco-friendly urban planning and energy-efficient buildings. Dubai South continues to grow as a thriving business and residential hub, attracting both international and local investors. Its strategic location, state-of-the-art infrastructure, and diverse range of opportunities make it a compelling destination for businesses and individuals alike, contributing to the ongoing development and economic diversification of Dubai.",yes,15 AED/sqft,40,Apartments,https://reelly-backend.s3.amazonaws.com/projects/3168/images/c6fd52de5b6e4051b3c5b0cb18b480bb.webp
2429,VOI Residence,https://find.reelly.io/projects/2429,HVM Living,"Office 205, SKB Plaza, Umm Al Sheif, Sheikh Zayed Road, Dubai, UAE",2024-11-07,2027-03-31,1047375,Dubai South,G + 6floors + R,"Children Play Area, Terrace Garden, Swimming Pool, Gym","Project general facts VOI Residence by HVM Living is an upcoming seven-story residential development in Dubai South’s Residential District, offering a harmonious blend of modern design, comfort, and convenience. Designed to cater to urban professionals, families, and investors, this project features a selection of stylish studio, one-bedroom, and two-bedroom apartments, each meticulously crafted to provide functional living spaces with high-quality finishes. VOI Residence embraces minimalist modern aesthetics, incorporating clean lines, open layouts, and expansive windows that optimize natural light. The interiors feature premium fittings, fully equipped kitchens, contemporary bathrooms, and spacious balconies, creating a perfect balance of sophistication and practicality. VOI Residence by HVM Living is more than just a home; it's a lifestyle-oriented development designed for modern living. With its contemporary architecture, high-end amenities, strategic location, and flexible payment plans, this project is set to become a sought-after address in Dubai South. Whether you’re a homebuyer, investor, or someone seeking a stylish yet affordable living space, VOI Residence offers the perfect blend of comfort, convenience, and connectivity. Finishing and materials Modern finishing with high-quality materials Kitchen and appliances Equipped kitchens Furnishing No Location description and benefits Dubai South, also known as the Dubai South Free Zone, is a dynamic and strategically planned district located in the southern part of Dubai. It serves as a major hub for economic, commercial, and logistical activities, designed with a vision to support the growth of various industries. One of its standout features is its proximity to the Al Maktoum International Airport, the world's largest airport in terms of cargo volume, making it a key player in the global logistics and aviation sectors. In addition to its logistical prowess, Dubai South is home to the Dubai Expo 2020 site, which served as a testament to the district's capacity to host large-scale global events. The Expo site has now transitioned into a legacy district, offering a wide range of amenities and infrastructure, including residential communities, educational institutions, and recreational facilities. Dubai South's commitment to sustainability is evident in its green initiatives, with a focus on eco-friendly urban planning and energy-efficient buildings. Dubai South continues to grow as a thriving business and residential hub, attracting both international and local investors. Its strategic location, state-of-the-art infrastructure, and diverse range of opportunities make it a compelling destination for businesses and individuals alike, contributing to the ongoing development and economic diversification of Dubai.",no,15 AED/sqft,40,Apartments,https://api.reelly.io/vault/ZZLvFZFt/03JYV_MhezKxENo8sowmot2gA1g/pLM3cA../view+2+%281%29+%281%29.jpeg
2883,Riverton House,https://find.reelly.io/projects/2883,Ellington,"16th and 17th floor, Burlington Tower, Business Bay, Dubai, UAE",,2028-06-30,2196828,Bukadra,G + 4P + 19floors + R,"Outdoor Bbq & Dining, Clubhouse, Supper Club, Infinity Pool, Fitness Studio, Floating Yoga Deck, Wellness Room, Kids' Play Area, Outdoor Spaces, Community Lagoon, Yoga Studio, Treatment Room","Project general facts Riverton House is a beautifully designed residential project that brings together modern elegance and natural serenity. The development offers a variety of unit types, including spacious 1, 2, and 3 bedroom apartments, each thoughtfully planned to maximize comfort and functionality. With expansive layouts, high-quality finishes, and stunning views of both the community lagoon and Dubai’s skyline, every home is crafted to provide a perfect balance of style and relaxation. The amenities at Riverton House are truly world-class, designed to elevate everyday living into an experience of wellness and leisure. Residents can enjoy an infinity pool, floating yoga deck, fitness studios, sauna, and dedicated treatment rooms for complete rejuvenation. Families benefit from indoor and outdoor kids’ play areas, a nursery, and landscaped community parks, while social spaces such as the club lounge, and communal dining areas foster a strong sense of community. Perfectly positioned by the crystal-clear community lagoon and embraced by lush greenery, Riverton House offers a lifestyle that combines natural beauty with city convenience. Its close proximity to the Ras Al Khor Wildlife Sanctuary and views of Downtown Dubai make it a rare gem that brings peace without compromising connectivity. Thoughtfully layered design, curated wellness spaces, and a wealth of community facilities ensure residents live in balance. Finishing and materials Modern finishing with high-quality materials. Kitchen and appliances Equipped kitchens. Furnishing No. Location description and benefits Meydan City is an extraordinary community situated in the heart of Dubai, known for its blend of luxury, sophistication, and world-class amenities. Spanning over a vast area, Meydan City offers a unique living experience that combines urban convenience with a tranquil and scenic environment. One of the standout features of Meydan City is its iconic Meydan Racecourse, which hosts renowned horse racing events, including the prestigious Dubai World Cup. The racecourse creates an aura of excitement and elegance, attracting enthusiasts from around the world. Residents of Meydan City have the privilege of witnessing the thrilling races firsthand and immersing themselves in the vibrant atmosphere that surrounds this prestigious venue. Green spaces are integral to the design of Meydan City, with expansive parks, landscaped gardens, and tree-lined boulevards adorning the community. Residents can enjoy leisurely walks, bike rides, or picnics in these serene surroundings, offering a refreshing escape from the bustling city life. The abundance of open spaces also provides opportunities for outdoor activities and social gatherings, fostering a sense of community and well-being.",no,16 AED/sqft,30,Apartments,https://api.reelly.io/vault/ZZLvFZFt/qgQ-Rqq0mWvByF6xk7-A-VUyoB0/m_5r7g../1.jpg
